id,legacy_id,priority,category,title,layer,doc_type,issuer,rule_no,publish_date,effective_date,current_status,record_role,ingest_status,is_core,source_type,product_tags,business_line_tags,market_tags,business_tags,catalog_paths,key_obligations,source_url,local_path,text_path,file_type,downloaded_count,notes,errors
TB080,TB080,P0,B_机构治理与核心业务条线/B-03账户、资产保管与公司行动/B-03-02证券账户、基金账户、期货账户,中国证券登记结算证券账户管理规则,基础设施规则,基础设施规则,市场基础设施,,,,待核验,正式规则,待核验原文,是,官方入口,,账户保管,期货,基础设施规则; B; 账户保管; 期货,B_机构治理与核心业务条线 > B-03 账户、资产保管与公司行动 > B-03-02 证券账户、基金账户、期货账户,中国证券登记结算证券账户管理规则,https://www.chinaclear.cn/,,,,0,组合型P0目录已入官方入口；正式适用应回到具体规则正文核验; 官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：单项具约束力规则; 正式规则不得以辅助资料状态结案；需补入官方原文并核验现行性,
TB081,TB081,P0,B_机构治理与核心业务条线/B-03账户、资产保管与公司行动/B-03-02证券账户、基金账户、期货账户,中国结算基金账户、证券账户、资产管理产品账户业务指南,基础设施规则,基础设施规则,市场基础设施,,,,待核验,规则组索引,待拆分入库,是,官方入口,,账户保管,期货,基础设施规则; B; 账户保管; 期货,B_机构治理与核心业务条线 > B-03 账户、资产保管与公司行动 > B-03-02 证券账户、基金账户、期货账户,,https://www.chinaclear.cn/; https://www.csrc.gov.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB082,TB082,P1,B_机构治理与核心业务条线/B-03账户、资产保管与公司行动/B-03-02证券账户、基金账户、期货账户,期货保证金监控中心、期货账户、期货结算相关业务规则,基础设施规则,基础设施规则,市场基础设施,,,,待核验,规则组索引,待拆分入库,否,官方入口,,账户保管,期货,基础设施规则; B; 账户保管; 期货,B_机构治理与核心业务条线 > B-03 账户、资产保管与公司行动 > B-03-02 证券账户、基金账户、期货账户,期货保证金监控中心、期货账户、期货结算相关业务规则,https://www.cfmmc.com/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB083,TB083,P0,B_机构治理与核心业务条线/B-03账户、资产保管与公司行动/B-03-03资产保管、质押、冻结与协助执行,证券投资基金法关于基金财产独立性与托管职责规定,法律,法律,全国人民代表大会常务委员会,,,,现行有效,正式规则,已入库,是,引用基础法规：TB001,,账户保管,,法律; B; 账户保管,B_机构治理与核心业务条线 > B-03 账户、资产保管与公司行动 > B-03-03 资产保管、质押、冻结与协助执行,证券投资基金法关于基金财产独立性与托管职责规定,https://flk.npc.gov.cn/,01_法规原文库\B_机构治理与核心业务条线\B-03账户、资产保管与公司行动\B-03-03资产保管、质押、冻结与协助执行\TB083_证券投资基金法关于基金财产独立性与托管职责规定\001_中华人民共和国证券投资基金法_国家法律法规数据库.docx; 01_法规原文库\B_机构治理与核心业务条线\B-03账户、资产保管与公司行动\B-03-03资产保管、质押、冻结与协助执行\TB083_证券投资基金法关于基金财产独立性与托管职责规定\001_中华人民共和国证券投资基金法_国家法律法规数据库.pdf,02_文本抽取库\B_机构治理与核心业务条线\B-03账户、资产保管与公司行动\B-03-03资产保管、质押、冻结与协助执行\TB083_证券投资基金法关于基金财产独立性与托管职责规定\001_中华人民共和国证券投资基金法_国家法律法规数据库.txt,docx; pdf,2,专题拆分项引用已入库基础法规原文：TB001 中华人民共和国证券投资基金法; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB084,TB084,P0,B_机构治理与核心业务条线/B-03账户、资产保管与公司行动/B-03-03资产保管、质押、冻结与协助执行,信托法关于信托财产独立性规定,法律,法律,全国人民代表大会常务委员会,,,,现行有效,正式规则,已入库,是,引用基础法规：TB005,信托,账户保管,,法律; B; 信托; 账户保管,B_机构治理与核心业务条线 > B-03 账户、资产保管与公司行动 > B-03-03 资产保管、质押、冻结与协助执行,信托法关于信托财产独立性规定,https://flk.npc.gov.cn/,01_法规原文库\B_机构治理与核心业务条线\B-03账户、资产保管与公司行动\B-03-03资产保管、质押、冻结与协助执行\TB084_信托法关于信托财产独立性规定\004_中华人民共和国信托法_国家法律法规数据库.docx; 01_法规原文库\B_机构治理与核心业务条线\B-03账户、资产保管与公司行动\B-03-03资产保管、质押、冻结与协助执行\TB084_信托法关于信托财产独立性规定\004_中华人民共和国信托法_国家法律法规数据库.pdf,02_文本抽取库\B_机构治理与核心业务条线\B-03账户、资产保管与公司行动\B-03-03资产保管、质押、冻结与协助执行\TB084_信托法关于信托财产独立性规定\004_中华人民共和国信托法_国家法律法规数据库.txt,docx; pdf,2,专题拆分项引用已入库基础法规原文：TB005 中华人民共和国信托法; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB085,TB085,P0,B_机构治理与核心业务条线/B-03账户、资产保管与公司行动/B-03-03资产保管、质押、冻结与协助执行,中国结算协助执法、证券冻结、非交易过户、质押登记业务规则,基础设施规则,基础设施规则,市场基础设施,,,,待核验,规则组索引,待拆分入库,是,官方入口,,账户保管,,基础设施规则; B; 账户保管,B_机构治理与核心业务条线 > B-03 账户、资产保管与公司行动 > B-03-03 资产保管、质押、冻结与协助执行,中国结算协助执法、证券冻结、非交易过户、质押登记业务规则,https://www.chinaclear.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB086,TB086,P0,B_机构治理与核心业务条线/B-03账户、资产保管与公司行动/B-03-03资产保管、质押、冻结与协助执行,银行间债券市场债券登记托管结算管理办法,基础设施规则; 人民银行; 人民银行,基础设施规则; 人民银行; 人民银行,中国人民银行,中国人民银行令〔2009〕第1号,2009-03-26,2009-05-04,现行有效,正式规则,已入库,是,人民银行正文页,,账户保管; 清算交收,银行间; 跨境,基础设施规则; B; 人民银行; D; 银行间债券; 登记托管; 债券结算; 中央结算公司; 托管账户; 账户保管; 清算交收; 银行间; 跨境,B_机构治理与核心业务条线 > B-03 账户、资产保管与公司行动 > B-03-03 资产保管、质押、冻结与协助执行; B_机构治理与核心业务条线 > B-05 资金清算、交易交收与结算; D_市场基础设施与跨境规则 > D-03 银行间市场、中央结算与上海清算所,,https://www.pbc.gov.cn/jinrongshichangsi/147160/147358/147400/2888296/index.html,01_法规原文库\B_机构治理与核心业务条线\B-03账户、资产保管与公司行动\B-03-03资产保管、质押、冻结与协助执行\TB086_银行间债券市场债券登记托管结算管理办法\047A_银行间债券市场债券登记托管结算管理办法_01_人民银行正文页.html,02_文本抽取库\B_机构治理与核心业务条线\B-03账户、资产保管与公司行动\B-03-03资产保管、质押、冻结与协助执行\TB086_银行间债券市场债券登记托管结算管理办法\047A_银行间债券市场债券登记托管结算管理办法_01_人民银行正文页.txt,html,1,续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB087,TB087,P1,B_机构治理与核心业务条线/B-03账户、资产保管与公司行动/B-03-03资产保管、质押、冻结与协助执行,中央结算、上海清算所担保品、质押、冻结、非交易过户、转托管规则,基础设施规则,基础设施规则,市场基础设施,,,,待核验,规则组索引,待拆分入库,否,官方入口,,账户保管; 清算交收,,基础设施规则; B; 账户保管; 清算交收,B_机构治理与核心业务条线 > B-03 账户、资产保管与公司行动 > B-03-03 资产保管、质押、冻结与协助执行,中央结算、上海清算所担保品、质押、冻结、非交易过户、转托管规则,https://www.shclearing.com.cn/; https://www.chinabond.com.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB088,TB088,P1,B_机构治理与核心业务条线/B-03账户、资产保管与公司行动/B-03-03资产保管、质押、冻结与协助执行,基金财产、信托财产冻结执行相关司法解释、判例、指导案例,司法资料,司法资料,最高人民法院,,,,待核验,混合资料,待拆分核验,否,官方入口,信托,账户保管,,司法资料; B; 信托; 账户保管,B_机构治理与核心业务条线 > B-03 账户、资产保管与公司行动 > B-03-03 资产保管、质押、冻结与协助执行,,https://www.nfra.gov.cn/; https://www.csrc.gov.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：同时包含规则和辅助资料; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB089,TB089,P0,B_机构治理与核心业务条线/B-03账户、资产保管与公司行动/B-03-04公司行动,交易所分红、配股、投票、权证、要约、退市、停复牌、权益分派规则,基础设施规则,基础设施规则,证券交易所,,,,待核验,规则组索引,待拆分入库,是,官方入口,,账户保管,交易所,基础设施规则; B; 账户保管; 交易所,B_机构治理与核心业务条线 > B-03 账户、资产保管与公司行动 > B-03-04 公司行动,交易所分红、配股、投票、权证、要约、退市、停复牌、权益分派规则,https://www.sse.com.cn/; https://www.szse.cn/; https://www.bse.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB090,TB090,P0,B_机构治理与核心业务条线/B-03账户、资产保管与公司行动/B-03-04公司行动,中国结算权益分派、投票、要约收购、非交易业务规则,基础设施规则,基础设施规则,市场基础设施,,,,待核验,规则组索引,待拆分入库,是,官方入口,,账户保管,,基础设施规则; B; 账户保管,B_机构治理与核心业务条线 > B-03 账户、资产保管与公司行动 > B-03-04 公司行动,中国结算权益分派、投票、要约收购、非交易业务规则,https://www.chinaclear.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB091,TB091,P1,B_机构治理与核心业务条线/B-03账户、资产保管与公司行动/B-03-04公司行动,港股通公司行动、HKSCC、香港市场权益事件、税费规则,跨境规则,跨境规则,,,,,待核验,混合资料,待拆分核验,否,官方入口,,账户保管,跨境; 港股通,跨境规则; B; 账户保管; 跨境; 港股通,B_机构治理与核心业务条线 > B-03 账户、资产保管与公司行动 > B-03-04 公司行动,港股通公司行动、HKSCC、香港市场权益事件、税费规则,https://www.sse.com.cn/; https://www.szse.cn/; https://www.chinaclear.cn/; https://www.hkex.com.hk/; https://www.chinatax.gov.cn/; https://www.mof.gov.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：同时包含规则和辅助资料; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB092,TB092,P0,B_机构治理与核心业务条线/B-04会计核算、估值与定价,企业会计准则——基本准则,财政部,财政部,财政部,,,,现行有效,正式规则,已入库,是,财政部规章库,,核算估值,,财政部; B; 核算估值,B_机构治理与核心业务条线 > B-04 会计核算、估值与定价,,https://tfs.mof.gov.cn/caizhengbuling/201407/t20140729_1119494.htm,01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB092_企业会计准则——基本准则\TB092_企业会计准则——基本准则_source01.html,02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB092_企业会计准则——基本准则\TB092_企业会计准则——基本准则_source01.txt,html,1,按 source_overrides 官方来源入库; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB093,TB093,P0,B_机构治理与核心业务条线/B-04会计核算、估值与定价,企业会计准则第22号——金融工具确认和计量,财政部,财政部,财政部,,,,现行有效,正式规则,已入库,是,财政部规章库,,核算估值,,财政部; B; 核算估值,B_机构治理与核心业务条线 > B-04 会计核算、估值与定价,,https://kjs.mof.gov.cn/zt/kjzzss/kuaijizhunzeshishi/201709/t20170908_2694655.htm,01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB093_企业会计准则第22号——金融工具确认和计量\TB093_企业会计准则第22号——金融工具确认和计量_source01.html,02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB093_企业会计准则第22号——金融工具确认和计量\TB093_企业会计准则第22号——金融工具确认和计量_source01.txt,html,1,按 source_overrides 官方来源入库; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB094,TB094,P0,B_机构治理与核心业务条线/B-04会计核算、估值与定价,企业会计准则第23号——金融资产转移,财政部,财政部,财政部,,,,现行有效,正式规则,已入库,是,财政部规章库,,核算估值,,财政部; B; 核算估值,B_机构治理与核心业务条线 > B-04 会计核算、估值与定价,,https://kjs.mof.gov.cn/zt/kjzzss/kuaijizhunzeshishi/201709/t20170908_2694626.htm,01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB094_企业会计准则第23号——金融资产转移\TB094_企业会计准则第23号——金融资产转移_source01.html,02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB094_企业会计准则第23号——金融资产转移\TB094_企业会计准则第23号——金融资产转移_source01.txt,html,1,按 source_overrides 官方来源入库; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB095,TB095,P0,B_机构治理与核心业务条线/B-04会计核算、估值与定价,企业会计准则第24号——套期会计,财政部,财政部,财政部,,,,现行有效,正式规则,已入库,是,财政部官网,,核算估值,,财政部; B; 核算估值,B_机构治理与核心业务条线 > B-04 会计核算、估值与定价,,https://kjs.mof.gov.cn/zt/kjzzss/kuaijizhunzeshishi/201709/t20170908_2694624.htm,01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB095_企业会计准则第24号——套期会计\TB095_企业会计准则第24号——套期会计_source01.html,02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB095_企业会计准则第24号——套期会计\TB095_企业会计准则第24号——套期会计_source01.txt,html,1,按 source_overrides 官方来源入库; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB096,TB096,P0,B_机构治理与核心业务条线/B-04会计核算、估值与定价,企业会计准则第37号——金融工具列报,财政部,财政部,财政部,,,,现行有效,正式规则,已入库,是,财政部会计司,,核算估值,,财政部; B; 核算估值,B_机构治理与核心业务条线 > B-04 会计核算、估值与定价,,https://kjs.mof.gov.cn/zt/kjzzss/kuaijizhunzeshishi/201709/t20170907_2694118.htm,01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB096_企业会计准则第37号——金融工具列报\TB096_企业会计准则第37号——金融工具列报_source01.html,02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB096_企业会计准则第37号——金融工具列报\TB096_企业会计准则第37号——金融工具列报_source01.txt,html,1,按 source_overrides 官方来源入库; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB097,TB097,P0,B_机构治理与核心业务条线/B-04会计核算、估值与定价,企业会计准则第39号——公允价值计量,财政部,财政部,财政部,,,,现行有效,正式规则,已入库,是,财政部规章库,,核算估值,,财政部; B; 核算估值,B_机构治理与核心业务条线 > B-04 会计核算、估值与定价,,https://kjs.mof.gov.cn/zt/kjzzss/kuaijizhunzeshishi/201512/t20151208_1602631.htm,01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB097_企业会计准则第39号——公允价值计量\TB097_企业会计准则第39号——公允价值计量_source01.html,02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB097_企业会计准则第39号——公允价值计量\TB097_企业会计准则第39号——公允价值计量_source01.txt,html,1,按 source_overrides 官方来源入库; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB098,TB098,P0,B_机构治理与核心业务条线/B-04会计核算、估值与定价,资产管理产品相关会计处理规定,财政部; 会计; 财政部,财政部; 会计; 财政部,财政部,财会〔2022〕14号,2022-05-25,2022-07-01,现行有效,正式规则,已入库,是,财政部通知页;待入库PDF,银行理财,核算估值; 披露报送; 税务,,财政部; B; 会计; C; E; 资产管理产品; 会计处理; 金融工具; 公允价值; 侧袋机制; 会计报表; 净值核算; 银行理财; 核算估值; 披露报送; 税务,B_机构治理与核心业务条线 > B-04 会计核算、估值与定价; C_产品专册 > C-04 银行理财产品; E_会计税务与报告披露横向库 > E-01 会计准则、估值与财务报告,,https://www.mof.gov.cn/jrttts/202206/t20220602_3815454.htm; 待入库法规\【文号：财会〔2022〕14号】《资产管理产品相关会计处理规定》-发布于2022年5月25日.pdf,01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB098_资产管理产品相关会计处理规定\024_资产管理产品相关会计处理规定_01_财政部通知页.html; 01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB098_资产管理产品相关会计处理规定\024_资产管理产品相关会计处理规定_02_待入库PDF.pdf,02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB098_资产管理产品相关会计处理规定\024_资产管理产品相关会计处理规定_01_财政部通知页.txt; 02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB098_资产管理产品相关会计处理规定\024_资产管理产品相关会计处理规定_02_待入库PDF.txt,html; pdf,2,财政部正式规则，适用于资管新规项下资产管理产品；公募基金估值核算中作为会计处理上位依据使用。; 续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词且为集合型条目; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库; 分类口径：已有正式原文且状态为现行有效,
TB099,TB099,P0,B_机构治理与核心业务条线/B-04会计核算、估值与定价,中国证监会关于证券投资基金估值业务的指导意见,证监会,证监会,中国证监会,证监会公告〔2017〕13号,2017-09-05,2017-09-05,现行有效,正式规则,已入库,是,正文页,,核算估值,,证监会; B; 估值; 估值复核; 公允价值; 估值责任; 核算估值,B_机构治理与核心业务条线 > B-04 会计核算、估值与定价,中国证监会关于证券投资基金估值业务的指导意见,https://www.csrc.gov.cn/csrc/c101896/c1039133/content.shtml,01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB099_中国证监会关于证券投资基金估值业务的指导意见\014_中国证监会关于证券投资基金估值业务的指导意见_01_正文页.html,02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB099_中国证监会关于证券投资基金估值业务的指导意见\014_中国证监会关于证券投资基金估值业务的指导意见_01_正文页.txt,html,1,续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB100,TB100,P0,B_机构治理与核心业务条线/B-04会计核算、估值与定价,公开募集证券投资基金会计核算业务指引,自律规则,自律规则,中国证券投资基金业协会,,,,未发布正式稿,正式规则,已入库,是,征求意见稿线索,,核算估值,,自律规则; B; 公募基金会计核算; 账务处理; 核算估值,B_机构治理与核心业务条线 > B-04 会计核算、估值与定价,,https://www.amac.org.cn/xwfb/tzgg/202011/t20201111_18356.html,01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB100_公开募集证券投资基金会计核算业务指引\036_公开募集证券投资基金会计核算业务指引_01_征求意见通知页.html,02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB100_公开募集证券投资基金会计核算业务指引\036_公开募集证券投资基金会计核算业务指引_01_征求意见通知页.txt,html,1,仅定位到AMAC 2020年征求意见通知及附件，未确认正式实施版本；不纳入现行正式依据，后续月度巡检继续观察。; 续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理,
TB101,TB101,P0,B_机构治理与核心业务条线/B-04会计核算、估值与定价,证券投资基金会计核算操作实务手册,自律规则,自律规则,中国证券投资基金业协会,,2024-05-30,,待核验,正式规则,已入库待复核,是,附件PDF,,核算估值,,自律规则; B; 会计核算; 操作实务; 核算估值,B_机构治理与核心业务条线 > B-04 会计核算、估值与定价,,https://www.amac.org.cn/hyyj/hjtj/202405/P020240530424712416888.pdf,01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB101_证券投资基金会计核算操作实务手册\039_证券投资基金会计核算操作实务手册_01_附件PDF.pdf,02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB101_证券投资基金会计核算操作实务手册\039_证券投资基金会计核算操作实务手册_01_附件PDF.txt,pdf,1,手册标明仅供参考，不作为必然依据; 续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：命中误分类修正清单：单项具约束力规则,
TB102,TB102,P0,B_机构治理与核心业务条线/B-04会计核算、估值与定价,基金估值标准体系相关规则,自律规则,自律规则,中国证券投资基金业协会,,,,待核验,规则组索引,待拆分入库,是,规则组索引; 官方入口,,核算估值,,自律规则; B; 基金估值标准; 第三方估值; 债券估值; 核算估值,B_机构治理与核心业务条线 > B-04 会计核算、估值与定价,基金估值标准体系相关规则,https://www.amac.org.cn/; https://www.csrc.gov.cn/,,,,0,已拆分并补入037A等估值规则；原栏目入口失效，不再作为待解决事项。; 官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB103,TB103,P0,B_机构治理与核心业务条线/B-04会计核算、估值与定价,关于固定收益品种的估值处理标准,自律规则,自律规则,中国证券投资基金业协会,中基协字〔2022〕566号,2022-12-30,2023-03-31,现行有效,正式规则,已入库,是,AMAC法规库正文页;待入库PDF,,核算估值,,自律规则; B; 固定收益品种; 债券估值; 预期信用损失; 违约债券; 估值全价; 第三方估值; 核算估值,B_机构治理与核心业务条线 > B-04 会计核算、估值与定价,关于固定收益品种的估值处理标准,https://fg.amac.org.cn/governmentrules_3854/zcgz_zlgz/zlgz_gmjj/zlgz_gmjj_zhl/202212/t20221230_24285.html; 待入库法规\【文号：中基协字〔2022〕566号】《关于固定收益品种的估值处理标准》-发布于2022年12月30日.pdf,01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB103_关于固定收益品种的估值处理标准\037B_关于固定收益品种的估值处理标准_01_AMAC法规库正文页.html; 01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB103_关于固定收益品种的估值处理标准\037B_关于固定收益品种的估值处理标准_02_待入库PDF.pdf,02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB103_关于固定收益品种的估值处理标准\037B_关于固定收益品种的估值处理标准_01_AMAC法规库正文页.txt; 02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB103_关于固定收益品种的估值处理标准\037B_关于固定收益品种的估值处理标准_02_待入库PDF.txt,html; pdf,2,对2015年第一季度固定收益品种估值处理标准的修订；AMAC通知要求管理人在2023-03-31前确定实施日期并统一实施新标准。待入库PDF无可抽取文字层，检索文本以AMAC正文页为主。; 续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB104,TB104,P1,B_机构治理与核心业务条线/B-04会计核算、估值与定价,证券投资基金港股通投资资金清算和会计核算估值业务指引（试行）,自律规则,自律规则,中国证券投资基金业协会,中基协发〔2015〕17号,2015-11-11,2015-11-11,现行有效,正式规则,已入库,否,AMAC法规库页面;附件PDF,公募基金; QDII,核算估值; 清算交收,港股通; 跨境,自律规则; B; C; 港股通; 资金清算; 会计核算; 估值; 公募基金; QDII; 核算估值; 清算交收; 跨境,B_机构治理与核心业务条线 > B-04 会计核算、估值与定价; C_产品专册 > C-01 公募基金 > C-01-05 QDII、港股通、跨境公募基金,,https://fg.amac.org.cn/governmentrules_3854/zcgz_zlgz/jjtgjfw/zlgz_jjfw_gzyw/202408/t20240828_25950.html; https://www.amac.org.cn/xwfb/hydt/202106/P020231126371218718148.pdf,01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB104_证券投资基金港股通投资资金清算和会计核算估值业务指引（试行）\030_证券投资基金港股通投资资金清算和会计核算估值业务指引（试行）_01_附件PDF.pdf,02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB104_证券投资基金港股通投资资金清算和会计核算估值业务指引（试行）\030_证券投资基金港股通投资资金清算和会计核算估值业务指引（试行）_01_附件PDF.txt,pdf,1,待入库同名PDF与既有规则重复，未新建编号；保留同一规则条目并补齐文号、发布日期和AMAC法规库页面线索。; 续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB105,TB105,P1,B_机构治理与核心业务条线/B-04会计核算、估值与定价,证券投资基金参与转融通证券出借业务会计核算和估值业务指引（试行）,自律规则,自律规则,中国证券投资基金业协会,中基协发〔2019〕5号,2019-06-21,2019-06-21,现行有效,正式规则,已入库,否,通知页;附件PDF,公募基金,核算估值,,自律规则; B; C; 转融通; 证券出借; 会计核算; 估值; 公募基金; 核算估值,B_机构治理与核心业务条线 > B-04 会计核算、估值与定价; C_产品专册 > C-01 公募基金 > C-01-08 特殊投资品种,,https://www.amac.org.cn/xwfb/xhyw/201912/t20191231_15878.html; https://www.amac.org.cn/xwfb/xhyw/201912/P020231126355578407513.pdf,01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB105_证券投资基金参与转融通证券出借业务会计核算和估值业务指引（试行）\031_证券投资基金参与转融通证券出借业务会计核算和估值业务指引（试行）_01_通知页.html; 01_法规原文库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB105_证券投资基金参与转融通证券出借业务会计核算和估值业务指引（试行）\031_证券投资基金参与转融通证券出借业务会计核算和估值业务指引（试行）_02_附件PDF.pdf,02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB105_证券投资基金参与转融通证券出借业务会计核算和估值业务指引（试行）\031_证券投资基金参与转融通证券出借业务会计核算和估值业务指引（试行）_01_通知页.txt; 02_文本抽取库\B_机构治理与核心业务条线\B-04会计核算、估值与定价\TB105_证券投资基金参与转融通证券出借业务会计核算和估值业务指引（试行）\031_证券投资基金参与转融通证券出借业务会计核算和估值业务指引（试行）_02_附件PDF.txt,html; pdf,2,待入库PDF与既有AMAC附件为同一规则正文，差异主要为附件编号页眉，未重复入库。; 续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
